epoch,alpha,n_bodies,n_motors,mass,limb_len_mean,limb_len_sum,gear_mean,max_depth,topo,distinct_topologies,top_topology_share,sampled_bodies_mean,pop_motors_mean,pop_motors_max,p_act1,p_act4,step_share_act4,design_failed,eval_fall_rate,eval_goal_rate,eval_max_fwd,eval_R_mean,eval_design_fail_rate,r_fall_return,r_fwd_return
282,0.8917119997227827,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
283,0.8913279997217997,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
284,0.8909439997208166,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.019131423097661,1500.1806111268718,0.0,-0.9740529224831828,0.975246881769579
285,0.8905599997198336,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
286,0.8901759997188505,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
287,0.8897919997178675,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
288,0.8894079997168844,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
289,0.8890239997159014,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.9,4.9833831878776795,1380.1404367960527,0.0,,0.7337885515199849
290,0.8886399997149184,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
291,0.8882559997139353,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
292,0.8878719997129523,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
293,0.8874879997119692,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
294,0.8871039997109862,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,0.8,4.966931124232128,1175.0727998129375,0.0,,0.7988515066033887
295,0.8867199997100031,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
296,0.8863359997090201,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
297,0.8859519997080372,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
298,0.8855679997070541,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
299,0.8851839997060711,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,1.0,0,0.0,1.0,5.017570497178585,1593.42172909578,0.0,,0.7695639817651475
300,0.884799999705088,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
301,0.884415999704105,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
302,0.884031999703122,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
303,0.8836479997021389,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
304,0.8832639997011559,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.0241791564410185,1493.867347301044,0.0,,0.7652216031138046
305,0.8828799997001728,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
306,0.8824959996991898,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
307,0.8821119996982068,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
308,0.8817279996972237,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
309,0.8813439996962407,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,0.0,1.0,5.019628495138407,1504.9301346695038,0.0,,0.7674285208017272
310,0.8809599996952576,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
311,0.8805759996942746,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
312,0.8801919996932915,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
313,0.8798079996923085,13,8,0.8787101739346321,0.3771236166328253,4.525483399593903,150.0,3,49779a2d5445,1,1.0,13.0,8.0,8,1.0,1.0,,0,,,,,,,
